ID_CORRELATIVO,NB_log
68016.0,1.0
38784.0,1.0
55226.0,1.0
65209.0,1.0
75408.0,0.9999973710763637
85243.0,0.999999999999929
79788.0,1.0
61994.0,1.0
79195.0,1.0
46240.0,1.0
22216.0,1.0
70954.0,1.0
84807.0,1.0
46536.0,1.0
36753.0,0.9999991966068608
97859.0,1.0
23760.0,1.0569651322973127e-159
85723.0,1.0
64710.0,1.0
27733.0,0.9999999996869064
81034.0,1.0
12401.0,1.1834501889229977e-06
62556.0,1.0
93553.0,1.0
95020.0,1.0
89411.0,1.0
49025.0,1.0
175.0,1.3934987855930748e-25
41587.0,1.0
95452.0,1.0
66833.0,1.0
35540.0,1.0
27054.0,1.0
73979.0,1.0
86206.0,1.0
44847.0,0.050627733046706216
3840.0,1.0
61419.0,1.0
41064.0,3.4444504382201986e-54
3234.0,1.0
48912.0,1.0
14659.0,1.0
95329.0,1.0
48199.0,1.0
57661.0,1.0
91561.0,1.0
98545.0,1.0
64053.0,1.0
44127.0,1.0
19986.0,1.0
50281.0,0.9999988864709568
23864.0,1.0
10807.0,1.0
46633.0,1.0
22081.0,1.0
58024.0,1.0
43243.0,3.90887918399352e-06
87491.0,1.0
8098.0,2.1641257019228097e-298
15691.0,1.0
92195.0,1.0
89981.0,1.0
61666.0,1.0
59887.0,0.9999999999999858
72746.0,1.0
97844.0,1.0
66080.0,1.0
35864.0,1.0
91618.0,1.0
63875.0,1.0
12653.0,1.0
82407.0,1.0
60272.0,1.0
45986.0,1.0
40088.0,8.982400685427052e-105
30671.0,1.0
47115.0,1.0
87106.0,1.0
18985.0,3.512936066674114e-27
78531.0,1.0
99309.0,1.0
30856.0,1.0
57429.0,0.9999986948293929
90844.0,1.0
61193.0,1.0
61960.0,2.4547231708200254e-204
27310.0,1.0
85688.0,1.0
13849.0,1.0
20923.0,1.0
81184.0,1.0
92660.0,1.0
52780.0,2.981779523143705e-20
58352.0,3.7873875462422125e-09
84217.0,1.0
18894.0,0.15041078068230673
2060.0,1.0
49450.0,0.9996002789221708
16422.0,1.0
63949.0,1.0
14806.0,1.0
54228.0,1.0
47189.0,1.0
52562.0,1.0
87245.0,1.0
37544.0,1.0
30325.0,1.0
27069.0,3.245100406690142e-15
65802.0,1.0
64416.0,1.0
22027.0,1.0
65273.0,1.0
28436.0,1.0
61160.0,3.1484799031243004e-31
32883.0,1.0
64263.0,1.0
3036.0,1.0
1394.0,1.0
15909.0,1.0
33028.0,1.0
94431.0,1.0
54780.0,1.0
43674.0,1.0
73620.0,1.0
75024.0,1.0
98242.0,1.0
8382.0,1.0
9870.0,1.0
77482.0,1.0
93661.0,1.0
61203.0,1.3735075432267593e-65
65157.0,1.0
6978.0,1.0
17470.0,7.054299163110352e-181
53031.0,1.0
37506.0,7.844322363918749e-157
5012.0,1.0
2994.0,1.0
17970.0,1.0
78783.0,0.9999999999951115
20016.0,1.0
12503.0,1.0
61154.0,1.0
12861.0,1.0
67373.0,1.0
48455.0,7.63334575888535e-11
6505.0,1.0
61490.0,1.0
54247.0,1.0
5795.0,1.0
28306.0,1.0
85714.0,2.937626956818493e-12
82657.0,1.0
44030.0,7.276344963725356e-175
65255.0,1.0
64927.0,1.0
75324.0,1.1299274189730955e-06
6857.0,1.0
11287.0,1.0
35241.0,7.191505677043489e-209
34242.0,6.935133182366999e-06
69085.0,2.6194611108788672e-06
71311.0,1.0
36269.0,1.0
14738.0,1.0
549.0,2.0962238276456144e-21
3479.0,1.0
80866.0,1.0
92323.0,1.0
43887.0,0.0003454569983245188
85023.0,1.0
97922.0,1.0
16440.0,1.0
69117.0,1.0
25539.0,1.0
12828.0,1.0
89828.0,1.0
25600.0,1.0
24291.0,4.5233224791084746e-13
63983.0,1.0
67518.0,1.0
82104.0,1.0
29260.0,1.0
40004.0,1.0
65199.0,1.0
76117.0,1.0
93827.0,1.0
29395.0,1.0
86252.0,1.0
40938.0,1.0
24209.0,0.0
24037.0,1.0
80880.0,1.0
33040.0,1.0
52215.0,1.0
38125.0,1.0
13173.0,1.1509842726096061e-296
65774.0,0.07891375948891025
16691.0,1.0
71372.0,1.0
33821.0,5.727650328761078e-23
90285.0,1.0
8425.0,0.010342401285983476
36687.0,1.0
78613.0,1.0
23269.0,1.0
65699.0,1.0
99079.0,1.0
45348.0,1.0
40929.0,1.0
3792.0,1.0
46357.0,1.0
62600.0,1.0
23863.0,1.0
77937.0,0.9999999999999716
335.0,3.3225714628636394e-52
60070.0,0.9999999999993747
13973.0,1.0
45656.0,1.0
18176.0,1.0
5930.0,1.0
86954.0,1.0
64225.0,1.0
72124.0,1.0
2108.0,1.0
44109.0,1.0
16923.0,1.0
70941.0,1.0
83294.0,1.0
78522.0,1.0
95018.0,1.0
96818.0,1.0
27237.0,2.4832020070321424e-42
84772.0,1.0
41563.0,1.0
73476.0,1.0
72352.0,1.0
79414.0,1.0
60076.0,1.0
80745.0,1.0
86202.0,1.0
16667.0,1.0
61215.0,1.0
3297.0,1.0
3700.0,0.0
70352.0,1.0
72752.0,1.0
16377.0,1.0
455.0,1.0
16803.0,1.0
45698.0,1.0
13350.0,1.0
76081.0,1.0
77878.0,1.0
72854.0,0.00017427168256228622
36377.0,1.0
64828.0,1.0
5048.0,1.0
20341.0,1.0
93214.0,1.0
70114.0,1.0
22778.0,0.9999911523590906
24111.0,1.0
91002.0,1.0
41036.0,5.205727155662718e-12
84784.0,1.0
77981.0,1.0
62877.0,1.0
75883.0,2.2746165138498583e-48
65815.0,1.0
9256.0,1.0
43407.0,1.0
2531.0,1.0
27887.0,1.0
12062.0,1.0
20044.0,1.0
65756.0,1.0
93096.0,0.9999999983801757
22795.0,1.0
87212.0,1.0
35969.0,1.0
16574.0,1.0
86765.0,1.0
15941.0,1.0
90109.0,1.0
48087.0,1.0
58303.0,1.0
94111.0,1.0
58882.0,1.0
68501.0,1.0
15523.0,1.0
32550.0,1.0
66142.0,1.0
34097.0,1.0
65169.0,1.0
97085.0,1.0
56165.0,1.0
86685.0,1.0
70155.0,1.0
94728.0,1.0
18780.0,1.0
94486.0,1.0
39723.0,1.0
53398.0,1.0
49177.0,1.0
61923.0,1.0
72622.0,1.0
78582.0,0.0
55627.0,5.99444550482498e-31
52808.0,1.0
26623.0,1.0
68723.0,1.0
15319.0,1.0
33747.0,1.0
73915.0,1.0
92776.0,1.0
49883.0,0.0
98556.0,1.0
88865.0,1.0
97115.0,1.0
54132.0,1.0
9554.0,1.0
70701.0,2.950454252897904e-17
5627.0,0.9999998232870141
80129.0,1.0
8134.0,1.0
69401.0,1.0
27103.0,0.9999999999978115
30747.0,1.0
83422.0,1.0
3842.0,1.0
2394.0,4.319925981441905e-30
6597.0,1.0
11139.0,1.0
57217.0,6.19416543013768e-23
3953.0,0.9998763709460305
79429.0,1.0
60795.0,1.0
56610.0,1.0
81632.0,1.0
69638.0,1.0
86896.0,1.0
75514.0,1.0
66956.0,1.0
70023.0,0.0018672893825497805
14775.0,1.0
63656.0,1.0
86171.0,1.0
53818.0,1.0
75659.0,0.9999999998283613
60135.0,0.9999997339571179
3003.0,6.177530107629831e-31
62748.0,1.0
48871.0,1.0
68081.0,0.9999999999995453
10715.0,1.0
18278.0,1.0
11112.0,1.0
10680.0,1.0
39089.0,1.0
92019.0,1.0
23820.0,1.0
28533.0,1.0
61946.0,1.0
68786.0,1.0
50374.0,1.0
32563.0,1.0
91650.0,1.0
54629.0,0.9999998673528355
38213.0,1.0
23419.0,1.0
5647.0,1.0
25369.0,1.0
61117.0,1.0
90892.0,1.0
56964.0,1.0
73556.0,1.0
21316.0,1.0
57187.0,1.0
50543.0,2.246528157980972e-15
92908.0,3.766730478139832e-11
76663.0,1.0
50791.0,1.0
42964.0,1.0
36473.0,1.0
41795.0,5.146559112738886e-44
3005.0,1.0
92387.0,1.0
90232.0,1.0
87360.0,1.0
72062.0,0.9999999999999432
29388.0,1.0
90178.0,1.0
1090.0,1.0
22898.0,4.735370653857221e-105
994.0,1.0
74120.0,1.0
82594.0,1.0
45211.0,1.0
83526.0,1.0
77504.0,0.9999999999992895
77357.0,1.0
94837.0,1.0
75345.0,1.0
33825.0,1.0
67688.0,0.9999999999991331
43567.0,1.0
90096.0,1.0
84103.0,1.0
89217.0,1.091994998703492e-34
11035.0,1.0
73782.0,0.9999962486095505
61029.0,1.6411230710971268e-34
22253.0,1.0
71770.0,1.0
14851.0,1.0
48543.0,1.0
53375.0,1.0
9239.0,1.0
50910.0,3.3566703720240413e-28
7752.0,1.0
14390.0,1.0
38461.0,1.0
29014.0,1.0
17962.0,1.0
56755.0,1.0
82489.0,1.0
61481.0,0.9999999878195355
21066.0,1.0
38231.0,1.0
76306.0,1.0
32221.0,1.0
86030.0,1.0
76070.0,1.0
81782.0,1.6040679173748594e-27
43513.0,1.0
46218.0,1.0
41215.0,1.0
88994.0,0.9991436554642744
83879.0,1.0
55133.0,0.9999301848604322
97682.0,1.0
2168.0,1.0
32212.0,1.0
73618.0,1.0
10805.0,1.0
48944.0,1.0
37538.0,1.0
69219.0,1.0
99284.0,1.0
17593.0,1.0
83733.0,1.0
3224.0,3.6725809814956154e-20
19283.0,1.0
18719.0,1.0
96329.0,3.596203764670557e-52
47823.0,0.999992020524655
16869.0,1.0
60538.0,1.0
49291.0,1.0
71079.0,1.0
25632.0,2.445310351879136e-63
62251.0,1.0
72780.0,1.0
13003.0,1.0
40002.0,1.0
98765.0,1.0
86688.0,1.0
58320.0,1.0
84383.0,1.0
76245.0,1.0
93031.0,4.480889118370949e-05
54534.0,0.006204221667781721
58723.0,1.0
36529.0,1.0
77541.0,1.0
49677.0,1.0
76734.0,1.0
99838.0,1.0
1529.0,1.0
30528.0,1.0
11220.0,1.0
93804.0,1.0
58259.0,0.9999999991238155
20339.0,1.0
42577.0,1.0
23740.0,1.0
7391.0,1.0
94300.0,1.0
81918.0,1.0
25894.0,7.57101151070488e-10
37142.0,1.0
88486.0,1.9625285169443564e-07
17974.0,1.0
23522.0,1.0
60666.0,5.884216993334819e-13
2482.0,1.0
88646.0,1.0
82150.0,1.0
86468.0,1.0
75758.0,1.0
35498.0,1.0
86662.0,1.0
48888.0,1.0
86890.0,1.0
80800.0,1.0
21045.0,1.0
2799.0,1.0
10916.0,0.794586154277396
77435.0,1.0
27846.0,3.2749651713922546e-06
9054.0,1.0
19538.0,1.0
19587.0,1.0
92929.0,1.0
91755.0,1.0
35661.0,1.0
60771.0,1.0
40120.0,0.9999999999983089
889.0,1.0849303067106937e-246
23531.0,1.0
16672.0,1.0
10823.0,1.0
80285.0,1.0
81029.0,2.7204249447278754e-15
44604.0,0.9999999999990337
39242.0,1.0
26560.0,1.0
46806.0,1.0
96785.0,1.0
24706.0,1.0
88480.0,1.0
57315.0,0.9999999999982805
3446.0,1.0
12090.0,1.0
97040.0,1.0
65462.0,1.0
5241.0,6.227892000456147e-43
97418.0,1.0
13258.0,2.229728502130084e-48
89719.0,1.0
68834.0,0.9999998852957853
91152.0,1.0
48913.0,1.0
3626.0,1.0
91685.0,1.0
8691.0,1.0
30925.0,1.0
56825.0,1.0
3830.0,1.0
30378.0,1.0
77994.0,0.9579443035100017
33864.0,1.0
2796.0,1.0
46336.0,0.0
6057.0,1.0
14343.0,1.0
97320.0,1.0
36178.0,1.0
53255.0,1.0
80715.0,1.0
45459.0,1.0
14349.0,1.0
81802.0,0.9999999828747975
22939.0,1.0
46890.0,1.0
70172.0,1.0
98942.0,1.0
69473.0,1.0
60799.0,1.0
96623.0,1.0
66047.0,0.0
22722.0,4.0243591140772656e-143
89798.0,1.0
52528.0,1.0
4092.0,1.0
21782.0,1.0
98723.0,1.0
83686.0,1.0
84689.0,1.0
50369.0,0.9994109390939434
76171.0,1.0
77288.0,3.0267247020032394e-42
46229.0,1.0
56531.0,1.0
93788.0,1.0
25213.0,1.0
14288.0,1.0
17576.0,0.9999999999908908
72959.0,1.0
37382.0,1.0
24649.0,1.0
62269.0,1.0
26285.0,1.0
50918.0,1.0
21401.0,1.0
6804.0,0.0
29533.0,1.0
78638.0,1.0
58557.0,1.0
21840.0,1.0
62409.0,0.0
42474.0,1.0
97174.0,1.0
982.0,5.385332080601675e-35
27505.0,2.248753139286079e-54
22484.0,1.0
93301.0,1.0
72723.0,1.0
33030.0,1.0
46652.0,1.0
18514.0,0.9999999896605374
91001.0,1.6319217480106488e-13
65553.0,1.0
22916.0,1.0
7567.0,1.0
63483.0,1.0
8040.0,1.0
83390.0,1.0
69635.0,1.0
11931.0,1.0
17020.0,0.0
82996.0,1.0
66758.0,0.886421426599695
25451.0,1.0
57816.0,1.0
10408.0,0.0
17997.0,1.0
20809.0,0.9962685866526938
18073.0,1.9511901267932935e-18
69408.0,1.0
14232.0,1.0
97769.0,1.0
44630.0,1.0
30025.0,1.0
67366.0,1.0
47764.0,1.0
75613.0,1.0
44568.0,1.0
5465.0,1.0
15822.0,4.7095608123912616e-20
16082.0,1.0
63662.0,1.0
691.0,1.0
26425.0,1.0
4526.0,1.0
70441.0,1.0
71110.0,1.236799195955931e-42
40833.0,1.0
3148.0,1.0
12251.0,1.0
85596.0,1.0
24117.0,1.0356021719869997e-71
54587.0,1.0
54958.0,1.0
65105.0,1.0
88867.0,1.0
87042.0,1.0
42750.0,1.0
47715.0,1.0
3195.0,1.0
51160.0,1.0
76544.0,1.0
25862.0,1.0
29504.0,1.0
5761.0,1.0
72804.0,1.0
76085.0,1.0
87422.0,1.0
48691.0,1.0
95338.0,1.0
94674.0,1.0
52769.0,1.0
15292.0,1.0
62957.0,1.0
44601.0,1.0
16786.0,0.0
26420.0,0.0041172808904377895
95549.0,1.0
8305.0,1.0
31436.0,1.0
83200.0,1.0
35741.0,1.0
26488.0,1.0
31316.0,1.0
42658.0,1.0
33872.0,1.539296157185314e-08
75688.0,1.0
59874.0,1.0
66182.0,1.0
4113.0,1.0
41713.0,1.0
49768.0,1.0
51713.0,1.0
85097.0,1.0
76691.0,1.0
42735.0,2.632302506041235e-29
95616.0,1.0
98805.0,1.3226222449295992e-17
8170.0,1.0
89204.0,1.0
3120.0,1.0
33883.0,1.0
71963.0,0.9943715577297366
89404.0,1.0
9847.0,1.0
18028.0,9.14457302601203e-05
49132.0,4.176192524698746e-12
21982.0,1.0
97709.0,1.0
84978.0,3.757866808895993e-12
31850.0,0.9999999999995453
56548.0,1.0
80539.0,1.0
99241.0,1.0
38535.0,1.0
42777.0,1.0
67603.0,0.9998523649592921
36307.0,1.0
47726.0,1.0
7724.0,1.0
10449.0,1.0
13756.0,1.0
53513.0,1.0
135.0,1.0
44481.0,1.0
8269.0,1.0
86918.0,1.0
22036.0,1.0
52743.0,1.0
86531.0,1.0
45538.0,1.0
7858.0,1.0
17820.0,1.0
24329.0,1.0
93490.0,1.0
3773.0,1.0
61688.0,1.0
91213.0,1.0
19081.0,5.1132484881541364e-301
6338.0,1.0
82146.0,1.0
54100.0,2.8371596082356884e-31
40581.0,0.9987923791967831
63423.0,1.0
35492.0,0.0027459269696528056
12776.0,1.6192964953729578e-37
95220.0,1.0
89419.0,1.0
49734.0,1.0
73523.0,1.0
45828.0,1.0
14034.0,1.0
8818.0,1.0
62695.0,0.0
25154.0,1.0
74813.0,1.0
15307.0,1.0
21139.0,1.0
21770.0,1.0
88233.0,1.0
87436.0,1.0
25612.0,1.0
13087.0,1.0
50474.0,1.0
78253.0,1.0
25020.0,1.0
25313.0,1.0
42772.0,1.0
93344.0,1.0
84936.0,1.0
16320.0,1.0
32645.0,0.017288785247794515
93468.0,1.0
51213.0,1.0
46264.0,1.0
34316.0,1.0
45395.0,1.0
46640.0,6.603249817295707e-50
93362.0,1.0
13575.0,1.0
27677.0,1.379469250628998e-23
50100.0,1.0
65619.0,1.0
81487.0,1.0
57865.0,1.0
65419.0,1.0
67825.0,1.0
71586.0,1.0
22863.0,0.9999999999986215
89766.0,1.0
70574.0,1.0
71811.0,0.9999995373569921
5842.0,1.0
33790.0,1.0
84614.0,1.0
62058.0,1.0
61242.0,4.35898601510533e-152
96362.0,1.0
34256.0,3.7007058794501035e-23
24093.0,1.0
6349.0,0.9999998005892706
80963.0,1.0
1277.0,1.0
27274.0,1.0
30052.0,7.595677382969508e-08
74559.0,1.0
21971.0,1.0
7210.0,1.0
24909.0,1.0
64160.0,1.0
23554.0,1.0
92260.0,0.9945528026943876
32863.0,1.0
74981.0,1.0
61692.0,0.0
52949.0,1.0
47140.0,1.0
76773.0,1.0
32269.0,1.0
24522.0,1.0
43415.0,9.168456553962841e-07
72231.0,1.0
50150.0,1.0
65206.0,1.0
41333.0,1.0
47792.0,1.0
53900.0,1.0
2597.0,1.0
8733.0,1.0
37192.0,1.0
6257.0,1.0
50988.0,0.0
67325.0,1.0
69.0,1.0
14557.0,1.0
61585.0,1.0
23427.0,1.0
75131.0,1.0
97212.0,1.0
21120.0,1.0
93224.0,0.9999981659106447
50586.0,1.0
89577.0,1.0
21043.0,1.200945778444962e-30
4301.0,1.0
64783.0,1.0
7097.0,1.0
17382.0,1.0
83102.0,1.0
61624.0,1.0
44450.0,0.9999916260071483
1916.0,1.0
45993.0,1.0
70492.0,1.0
89779.0,1.0
51504.0,1.0
39846.0,8.74357109482173e-45
2262.0,1.0
37563.0,1.0
77292.0,1.0
84068.0,1.0
56785.0,1.0
85499.0,1.6827009947804778e-39
70875.0,6.537849322814148e-66
82180.0,5.7021153939523524e-05
42602.0,1.757259979015017e-23
34749.0,1.0
47824.0,1.0
44992.0,1.0
17530.0,1.0
23070.0,1.0
65432.0,0.9999997008355116
73340.0,1.0
59743.0,1.0
68569.0,1.532258805201999e-05
60831.0,1.0
56288.0,0.9999986419720541
15277.0,1.0
6355.0,1.0
36467.0,1.0
98127.0,1.0
19043.0,0.9991944277681609
15471.0,8.436998752904133e-05
17289.0,1.0
29652.0,1.0
15210.0,1.0
32959.0,1.0
19064.0,0.09634334358269879
11996.0,2.3226093604474408e-17
42694.0,1.0
57733.0,1.0
56051.0,1.0
11344.0,1.0
15503.0,1.0
22519.0,1.0
13034.0,1.0
68595.0,0.9999999999999716
88969.0,1.0
58535.0,1.0
85829.0,1.0
78235.0,9.812128175804855e-07
15897.0,1.6340762913515037e-219
39369.0,1.0
40200.0,1.0
66259.0,1.0
37608.0,0.0
45387.0,1.0
6969.0,1.0
2483.0,1.0
50746.0,1.0
32777.0,1.0
43125.0,1.0
73421.0,1.0
95861.0,1.0
76072.0,1.0
43965.0,1.0
24050.0,1.0
75752.0,6.370322141967721e-20
89934.0,1.0
31063.0,0.9999996400442734
39122.0,1.0
62187.0,1.0
53477.0,1.0
91768.0,1.0
16641.0,0.9999999056527544
69375.0,1.0
47274.0,1.0
76430.0,1.0
96646.0,3.021838146211008e-30
74929.0,1.0
95225.0,1.0
87654.0,1.0
19836.0,1.0
60352.0,1.2751940217612763e-19
9475.0,1.0
73435.0,1.0
18776.0,1.0
64210.0,1.0
30957.0,1.0
10149.0,1.0
68881.0,1.0
33266.0,1.0
86268.0,1.0
38600.0,0.9969561098523406
96933.0,1.0
94899.0,1.0
40087.0,1.0
61947.0,1.0
38751.0,1.0
63111.0,1.0
19745.0,1.0
27993.0,0.999999999999929
12974.0,1.0
75735.0,1.0
79881.0,1.4833652885173548e-119
77240.0,1.1401911216498487e-137
74186.0,1.0
21406.0,5.761430060118244e-35
53171.0,0.9999999923576866
55536.0,1.0
45520.0,1.0
76780.0,1.0
74950.0,1.4351607439246763e-20
65246.0,1.0
49608.0,1.0
88146.0,1.0
46600.0,1.0
10425.0,1.0
49641.0,1.0
74502.0,1.0
41576.0,1.0
34546.0,1.0
87478.0,1.0
36345.0,1.0
39970.0,0.9999419619185771
37092.0,0.015151657904702772
99680.0,1.0
46569.0,1.0
38252.0,1.8558316128081357e-17
34356.0,1.0
67403.0,1.0
77924.0,1.0
25691.0,1.0
25490.0,1.0
19004.0,1.2356369920523653e-21
6966.0,1.0
6031.0,0.9999999999937472
23920.0,1.0
18490.0,1.0
1807.0,1.0
75195.0,1.0
28244.0,1.0
66979.0,1.0
33403.0,1.0
48006.0,1.0
75376.0,1.0
93844.0,1.0
24642.0,1.0
90082.0,1.0
83832.0,1.0
47752.0,9.377608952766986e-44
1489.0,1.0
71582.0,1.0
24635.0,6.855421294018802e-26
89689.0,6.946907618355188e-34
31163.0,2.523861846235944e-14
2252.0,1.0
41274.0,1.0
29995.0,0.9999999991295851
6396.0,7.639682855338619e-34
19070.0,1.0
41886.0,1.0
4941.0,1.0
75500.0,2.8338034644665225e-58
69775.0,1.0
28854.0,1.0
41202.0,2.1976851727308068e-07
99999.0,1.0
19889.0,1.0
71850.0,1.0
15485.0,1.0
88641.0,1.0
98372.0,1.0
84762.0,1.0
884.0,1.0
9142.0,1.0
70128.0,1.0
272.0,1.0
64758.0,1.0
50225.0,1.0
25950.0,1.0
82522.0,1.0
29519.0,0.999999999163208
17657.0,1.0
93509.0,1.0
30801.0,1.0
67344.0,1.0
62510.0,1.0
3486.0,1.0
33879.0,1.0
27891.0,1.0
97549.0,1.0
92812.0,1.0
2524.0,3.254117771400892e-40
36328.0,1.0
59764.0,1.0
11321.0,1.0
24946.0,1.0
22323.0,0.9999999999999716
63016.0,1.0
88451.0,1.0
41680.0,0.9999904569618003
80370.0,4.291999087235878e-18
25107.0,1.0
88022.0,1.0
74471.0,1.0
97006.0,1.0
30697.0,1.0
75379.0,0.9999999994038404
53983.0,1.0
48173.0,0.0
14548.0,1.0
42746.0,8.438934601167502e-15
68563.0,1.0
80967.0,1.0
33802.0,1.0
88247.0,0.9999999999999432
45316.0,1.0
30467.0,1.0
14269.0,1.0
73465.0,1.0
60790.0,1.2661036965761818e-72
24089.0,0.00017691361761693864
16600.0,1.0
58378.0,1.0
98264.0,1.0
235.0,1.0
39014.0,0.9999999999997158
69284.0,0.9999999999999574
15088.0,1.2143778112939044e-38
1226.0,1.0
78789.0,1.0
91356.0,1.0
44509.0,1.0
14313.0,1.0
37485.0,1.0
2997.0,1.0
45356.0,1.0
45934.0,1.0
