ID_CORRELATIVO,NB_standard
60771.0,1.0
40120.0,1.0
889.0,1.885591298580623e-196
23531.0,1.0
16672.0,1.0
10823.0,1.0
80285.0,1.0
81029.0,1.2205149559706014e-86
44604.0,1.0
39242.0,1.0
26560.0,1.0
46806.0,1.0
96785.0,1.0
24706.0,1.0
88480.0,1.0
57315.0,1.0
3446.0,1.0
12090.0,1.0
97040.0,1.0
65462.0,1.0
5241.0,3.819821808367005e-80
97418.0,1.0
13258.0,0.9330902203556664
89719.0,1.0
68834.0,1.0
91152.0,1.0
48913.0,1.0
3626.0,1.0
91685.0,1.0
8691.0,1.0
30925.0,1.0
56825.0,1.0
3830.0,1.0
30378.0,1.0
77994.0,1.0
33864.0,1.0
2796.0,1.0
46336.0,0.0
6057.0,1.0
14343.0,1.0
97320.0,1.0
36178.0,1.0
53255.0,1.0
80715.0,1.0
45459.0,1.0
14349.0,1.0
81802.0,1.0
22939.0,1.0
46890.0,1.0
70172.0,1.0
98942.0,1.0
69473.0,1.0
60799.0,1.0
96623.0,1.0
66047.0,0.0
22722.0,3.998235118609517e-70
89798.0,1.0
52528.0,1.0
4092.0,1.0
21782.0,1.0
98723.0,1.0
83686.0,1.0
84689.0,1.0
50369.0,0.9999999999991758
76171.0,1.0
77288.0,1.0
46229.0,1.0
56531.0,1.0
93788.0,1.0
25213.0,1.0
14288.0,1.0
17576.0,1.0
72959.0,1.0
37382.0,1.0
24649.0,1.0
62269.0,1.0
26285.0,1.0
50918.0,1.0
21401.0,1.0
6804.0,0.0
29533.0,1.0
78638.0,1.0
58557.0,1.0
21840.0,1.0
62409.0,0.0
42474.0,1.0
97174.0,1.0
982.0,1.0
27505.0,1.0
22484.0,1.0
93301.0,1.0
72723.0,1.0
33030.0,1.0
46652.0,1.0
18514.0,1.0
91001.0,1.0
65553.0,1.0
22916.0,1.0
7567.0,1.0
63483.0,1.0
8040.0,1.0
83390.0,1.0
69635.0,1.0
11931.0,1.0
17020.0,0.0
82996.0,1.0
66758.0,1.0
25451.0,1.0
57816.0,1.0
10408.0,0.0
17997.0,1.0
20809.0,1.0
18073.0,1.0
69408.0,1.0
14232.0,1.0
97769.0,1.0
44630.0,1.0
30025.0,1.0
67366.0,1.0
47764.0,1.0
75613.0,1.0
44568.0,1.0
5465.0,1.0
15822.0,1.0
16082.0,1.0
63662.0,1.0
691.0,1.0
26425.0,1.0
4526.0,1.0
70441.0,1.0
71110.0,2.5949819103679486e-19
40833.0,1.0
3148.0,1.0
12251.0,1.0
85596.0,1.0
24117.0,0.9999999997920099
54587.0,1.0
54958.0,1.0
65105.0,1.0
88867.0,1.0
87042.0,1.0
42750.0,1.0
47715.0,1.0
3195.0,1.0
51160.0,1.0
76544.0,1.0
25862.0,1.0
29504.0,1.0
5761.0,1.0
72804.0,1.0
76085.0,1.0
87422.0,1.0
48691.0,1.0
95338.0,1.0
94674.0,1.0
52769.0,1.0
15292.0,1.0
62957.0,1.0
44601.0,1.0
16786.0,0.0
26420.0,6.542263254103032e-24
95549.0,1.0
8305.0,1.0
31436.0,1.0
83200.0,1.0
35741.0,1.0
26488.0,1.0
31316.0,1.0
42658.0,1.0
33872.0,1.0
75688.0,1.0
59874.0,1.0
66182.0,1.0
4113.0,1.0
41713.0,1.0
49768.0,1.0
51713.0,1.0
85097.0,1.0
76691.0,1.0
42735.0,2.120694716813773e-13
95616.0,1.0
98805.0,1.0
8170.0,1.0
89204.0,1.0
3120.0,1.0
33883.0,1.0
71963.0,1.0
89404.0,1.0
9847.0,1.0
18028.0,1.0
49132.0,1.0
21982.0,1.0
97709.0,1.0
84978.0,1.0
31850.0,1.0
56548.0,1.0
80539.0,1.0
99241.0,1.0
38535.0,1.0
42777.0,1.0
67603.0,1.0
36307.0,1.0
47726.0,1.0
7724.0,1.0
10449.0,1.0
13756.0,1.0
53513.0,1.0
135.0,1.0
44481.0,1.0
8269.0,1.0
86918.0,1.0
22036.0,1.0
52743.0,1.0
86531.0,1.0
45538.0,1.0
7858.0,1.0
17820.0,1.0
24329.0,1.0
93490.0,1.0
3773.0,1.0
61688.0,1.0
91213.0,1.0
19081.0,5.080752036479043e-217
6338.0,1.0
82146.0,1.0
54100.0,1.0
40581.0,1.0
63423.0,1.0
35492.0,1.0
12776.0,7.004069236849352e-36
95220.0,1.0
89419.0,1.0
49734.0,1.0
73523.0,1.0
45828.0,1.0
14034.0,1.0
8818.0,1.0
62695.0,0.0
25154.0,1.0
74813.0,1.0
15307.0,1.0
21139.0,1.0
21770.0,1.0
88233.0,1.0
87436.0,1.0
25612.0,1.0
13087.0,1.0
50474.0,1.0
78253.0,1.0
25020.0,1.0
25313.0,1.0
42772.0,1.0
93344.0,1.0
84936.0,1.0
16320.0,1.0
32645.0,3.9846231570270805e-06
93468.0,1.0
51213.0,1.0
46264.0,1.0
34316.0,1.0
45395.0,1.0
46640.0,7.729169679947287e-66
93362.0,1.0
13575.0,1.0
27677.0,4.215145258960789e-42
50100.0,1.0
65619.0,1.0
81487.0,1.0
57865.0,1.0
65419.0,1.0
67825.0,1.0
71586.0,1.0
22863.0,1.0
89766.0,1.0
70574.0,1.0
71811.0,1.0
5842.0,1.0
33790.0,1.0
84614.0,1.0
62058.0,1.0
61242.0,7.11917975966553e-70
96362.0,1.0
34256.0,1.0
24093.0,1.0
6349.0,1.0
80963.0,1.0
1277.0,1.0
27274.0,1.0
30052.0,1.0
74559.0,1.0
21971.0,1.0
7210.0,1.0
24909.0,1.0
64160.0,1.0
23554.0,1.0
92260.0,1.0
32863.0,1.0
74981.0,1.0
61692.0,0.0
52949.0,1.0
47140.0,1.0
76773.0,1.0
32269.0,1.0
24522.0,1.0
43415.0,1.0
72231.0,1.0
50150.0,1.0
65206.0,1.0
41333.0,1.0
47792.0,1.0
53900.0,1.0
2597.0,1.0
8733.0,1.0
37192.0,1.0
6257.0,1.0
50988.0,0.0
67325.0,1.0
69.0,1.0
14557.0,1.0
61585.0,1.0
23427.0,1.0
75131.0,1.0
97212.0,1.0
21120.0,1.0
93224.0,1.0
50586.0,1.0
89577.0,1.0
21043.0,1.3823971670406915e-62
4301.0,1.0
64783.0,1.0
7097.0,1.0
17382.0,1.0
83102.0,1.0
61624.0,1.0
44450.0,1.0
1916.0,1.0
45993.0,1.0
70492.0,1.0
89779.0,1.0
51504.0,1.0
39846.0,1.2138230405716527e-06
2262.0,1.0
37563.0,1.0
77292.0,1.0
84068.0,1.0
56785.0,1.0
85499.0,1.0
70875.0,1.0
82180.0,1.0
42602.0,1.9143309035408687e-54
34749.0,1.0
47824.0,1.0
44992.0,1.0
17530.0,1.0
23070.0,1.0
65432.0,1.0
73340.0,1.0
59743.0,1.0
68569.0,1.0
60831.0,1.0
56288.0,1.0
15277.0,1.0
6355.0,1.0
36467.0,1.0
98127.0,1.0
19043.0,1.0
15471.0,0.9999999999932925
17289.0,1.0
29652.0,1.0
15210.0,1.0
32959.0,1.0
19064.0,0.9999999999999432
11996.0,1.0
42694.0,1.0
57733.0,1.0
56051.0,1.0
11344.0,1.0
15503.0,1.0
22519.0,1.0
13034.0,1.0
68595.0,1.0
88969.0,1.0
58535.0,1.0
85829.0,1.0
78235.0,1.0
15897.0,9.161726572287784e-136
39369.0,1.0
40200.0,1.0
66259.0,1.0
37608.0,0.0
45387.0,1.0
6969.0,1.0
2483.0,1.0
50746.0,1.0
32777.0,1.0
43125.0,1.0
73421.0,1.0
95861.0,1.0
76072.0,1.0
43965.0,1.0
24050.0,1.0
75752.0,2.7583829250769783e-28
89934.0,1.0
31063.0,1.0
39122.0,1.0
62187.0,1.0
53477.0,1.0
91768.0,1.0
16641.0,1.0
69375.0,1.0
47274.0,1.0
76430.0,1.0
96646.0,9.656757463973798e-24
74929.0,1.0
95225.0,1.0
87654.0,1.0
19836.0,1.0
60352.0,0.9999999999981526
9475.0,1.0
73435.0,1.0
18776.0,1.0
64210.0,1.0
30957.0,1.0
10149.0,1.0
68881.0,1.0
33266.0,1.0
86268.0,1.0
38600.0,1.0
96933.0,1.0
94899.0,1.0
40087.0,1.0
61947.0,1.0
38751.0,1.0
63111.0,1.0
19745.0,1.0
27993.0,1.0
12974.0,1.0
75735.0,1.0
79881.0,1.5115391336115437e-50
77240.0,7.33249291594847e-54
74186.0,1.0
21406.0,1.0
53171.0,1.0
55536.0,1.0
45520.0,1.2406756633389197e-26
76780.0,1.0
74950.0,1.0
65246.0,1.0
49608.0,1.0
88146.0,1.0
46600.0,1.0
10425.0,1.0
49641.0,1.0
74502.0,1.0
41576.0,1.0
34546.0,1.0
87478.0,1.0
36345.0,1.0
39970.0,1.0
37092.0,1.958807949097269e-13
99680.0,1.0
46569.0,1.0
38252.0,7.262081906199732e-66
34356.0,1.0
67403.0,1.0
77924.0,1.0
25691.0,1.0
25490.0,1.0
19004.0,1.0
6966.0,1.0
6031.0,1.0
23920.0,1.0
18490.0,1.0
1807.0,1.0
75195.0,1.0
28244.0,1.0
66979.0,1.0
33403.0,1.0
48006.0,1.0
75376.0,1.0
93844.0,1.0
24642.0,1.0
90082.0,1.0
83832.0,1.0
47752.0,2.8781783786551664e-159
1489.0,1.0
71582.0,1.0
24635.0,9.36106150046128e-72
89689.0,1.0
31163.0,1.0
2252.0,1.0
41274.0,1.0
29995.0,1.0
6396.0,1.0
19070.0,1.0
41886.0,1.0
4941.0,1.0
75500.0,2.1614401651535075e-20
69775.0,1.0
28854.0,1.0
41202.0,1.0
99999.0,1.0
19889.0,1.0
71850.0,1.0
15485.0,1.0
88641.0,1.0
98372.0,1.0
84762.0,1.0
884.0,1.0
9142.0,1.0
70128.0,1.0
272.0,1.0
64758.0,1.0
50225.0,1.0
25950.0,1.0
82522.0,1.0
29519.0,1.0
17657.0,1.0
93509.0,1.0
30801.0,1.0
67344.0,1.0
62510.0,1.0
3486.0,1.0
33879.0,1.0
27891.0,1.0
97549.0,1.0
92812.0,1.0
2524.0,1.0
36328.0,1.0
59764.0,1.0
11321.0,1.0
24946.0,1.0
22323.0,1.0
63016.0,1.0
88451.0,1.0
41680.0,1.0
80370.0,1.0
25107.0,1.0
88022.0,1.0
74471.0,1.0
97006.0,1.0
30697.0,1.0
75379.0,1.0
53983.0,1.0
48173.0,0.0
14548.0,1.0
42746.0,0.9999999999998579
68563.0,1.0
80967.0,1.0
33802.0,1.0
88247.0,1.0
45316.0,1.0
30467.0,1.0
14269.0,1.0
73465.0,1.0
60790.0,1.0718681666981894e-106
24089.0,1.0
16600.0,1.0
58378.0,1.0
98264.0,1.0
235.0,1.0
39014.0,1.0
69284.0,1.0
15088.0,0.999989544713346
1226.0,1.0
78789.0,1.0
91356.0,1.0
44509.0,1.0
14313.0,1.0
37485.0,1.0
2997.0,1.0
45356.0,1.0
45934.0,1.0
93516.0,1.0
45473.0,1.0
10338.0,1.0
31507.0,1.0
96548.0,1.0
66725.0,1.0
36132.0,1.0
85832.0,1.0
90985.0,1.0
69516.0,1.0
44523.0,1.0
90738.0,1.0
88505.0,1.0
80026.0,1.0
83908.0,1.0
35554.0,1.0
33379.0,1.0
15490.0,0.9999999999989768
82664.0,1.0
865.0,1.0
8270.0,1.0
95606.0,1.0
64721.0,1.0
43545.0,1.0
10927.0,1.0
59916.0,1.0
65557.0,1.0
83438.0,1.0
32314.0,1.0
40054.0,8.16412707218859e-229
62618.0,1.0
91887.0,1.0
8907.0,1.0
78287.0,1.0
43241.0,1.0
57177.0,1.0
77001.0,1.0
95608.0,1.0
63324.0,1.0
20595.0,1.0
7368.0,1.0
99704.0,1.0
90038.0,1.0
57782.0,1.0
45842.0,5.238178878344136e-34
53361.0,1.0
26783.0,1.0
48441.0,1.0
70824.0,4.0412013760631546e-11
28609.0,1.0
72290.0,1.0
98885.0,1.0
56110.0,1.0
47657.0,1.0
63229.0,1.0
92220.0,1.0
98950.0,1.0
88956.0,1.0
4396.0,1.0
28087.0,1.0
54974.0,1.0
46159.0,1.0
80115.0,1.0
91339.0,1.0
7588.0,1.0
1260.0,1.0
56889.0,1.0
83787.0,1.0
96874.0,1.0
75745.0,1.0
81601.0,1.0
71929.0,1.0
76787.0,1.0
62804.0,1.0
22464.0,1.0
91509.0,1.0
46854.0,1.0
49653.0,1.0
81312.0,1.0
21435.0,1.0
53321.0,1.0
44230.0,1.0
6554.0,1.0
68480.0,1.0
59691.0,1.0
83931.0,1.0
54408.0,1.0
40632.0,1.0
53540.0,1.0
55115.0,1.0
71475.0,1.0
39065.0,6.0259911862796426e-89
98450.0,1.0
33927.0,1.0
4219.0,1.0
14325.0,1.0
37939.0,1.0
19736.0,1.0
79188.0,1.0
297.0,6.282142873822796e-68
6775.0,1.0
71108.0,1.0
65409.0,1.0
60991.0,2.0290865524559502e-84
86780.0,1.0
47005.0,1.0
28719.0,1.0
